media_id,comment_count,like_count,caption_text,accessibility_caption,taken_at,Translated caption_text
3377868852148002430,12,272,"כשמזלזלים בכם, תהיו הצפרדע 🐸
עקבו אחרינו לסרטונים יומיים ❤️

——
#מוטיבציה #מוטיבציה🔝 #מוטיבציהישראל #השראה #השראהיומית #העצמה #העצמהאישית #משפטים #משפטאחדביום #ישראל #ישראלי #ישראלים #מוסרהשכל",,2024-05-28 03:52:46-0700,"When you are underestimated, be the frog 🐸
Follow us for daily videos ❤️

——
#מוטיבציה #מוטיבציה🔝 #מוטיבציהישראלים #ישערה #ישראםיומיט #העצמא #הצעמעאישיט #משפתים #מצצעאחדביום #ישראל #ישראלי #ישראלים #מוסרהשכל"
3289801828668390407,25,1194,🇮🇱,,2024-01-27 14:36:00-0800,
3377409635588588341,14,202,"When it is dark out and we begin to think all hope is lost, we look up and there are the stars and then suddenly we remember there is light in this world.. What seems far is not far at all.. the light is here with us and within each of us.. We must choose to shine that light!!! It's never dark when there is always light. Keep shining!! I hope these words sit with you forever.- Ramon, aka Star bka, @therealloststar & Eliyahu David

 Thanks, @israeliwatermelon, for the beautiful image!!!

#light",,2024-05-27 12:37:04-0700,"When it is dark out and we begin to think all hope is lost, we look up and there are the stars and then suddenly we remember there is light in this world.. What seems far is not far at all.. the light is here with us and within each of us.. We must choose to shine that light!!! It's never dark when there is always light. Keep shining!! I hope these words sit with you forever.- Ramon, aka Star bka, @therealloststar & Eliyahu David

 Thanks, @israeliwatermelon, for the beautiful image!!!

#light"
3378779447409211689,7,153,סמוטריץ וביבי ובן גביר ורגב ועוד ועוד ועוד שלוקחים אותנו למטה.,,2024-05-29 09:59:16-0700,Smotritz and Bibi and Ben Gvir and Regev and on and on and on that take us down.
3378679455722113612,2,76,"Your mind is a magnet.

Think blessings, attract blessings. Think the opposite, attract the opposite.

#mindset #mindfulness #blessings #bless #blessed #blessing #chabadlubavitch #chabad #torah #torahstudy",,2024-05-29 06:39:59-0700,"Your mind is a magnet.

Think blessings, attract blessings. Think the opposite, attract the opposite.

#mindset #mindfulness #blessings #bless #blessed #blessing #chabadlubavitch #chabad #torah #torahstudy"
3375836151209141955,128,38012,"Nostalgia hits differently when you listen to this song! ✨

20 years since Hum and Tum had their memorable 'pehli mulaqaat,' giving us a love story we've shipped ever since. It's #20YearsOfHumTum on May 28, 2024. Join us in the celebrations!",,2024-05-25 08:30:40-0700,"Nostalgia hits differently when you listen to this song! ✨

20 years since Hum and Tum had their memorable 'pehli mulaqaat,' giving us a love story we've shipped ever since. It's #20YearsOfHumTum on May 28, 2024. Join us in the celebrations!"
3371605589262400359,32,1573,Congrats to our 🇮🇱⚽️ team at the World Walking Football Championships who finished in 3rd place! So proud of you all! 💙🤍💙🤍💙🤍,,2024-05-19 12:25:28-0700,Congrats to our 🇮🇱⚽️ team at the World Walking Football Championships who finished in 3rd place! So proud of you all! 💙🤍💙🤍💙🤍
3351864152602090378,40,1052,"Happy Passover! 
 
With the help of G-d, may we see redemption speedily in our days!",,2024-04-22 06:43:20-0700,"Happy Passover! 
 
With the help of G-d, may we see redemption speedily in our days!"
3347628130485763317,26,1488,"1. Jamás me he topado con un servicio tan bueno.
2. Jamás me he topado con un servicio tan malo.
3. Jamás me he topado con una situación así.

#hebrew#hebreo#israel#telaviv#languagelearning#aprender idiomas#aprenderhebreo#learnhebrew#hebrewlanguage#lovelanguage#language#languages#ivrit",,2024-04-16 10:26:32-0700,"1. I have never come across such good service.
2. I have never encountered such bad service.
3. I have never encountered a situation like this.

#hebrew#hebrew#israel#telaviv#languagelearning#learn languages#learnhebrew#learnhebrew#hebrewlanguage#lovelanguage#language#languages#ivrit"
3378751330749650403,2,52,Comment below if you're serving at a @wordoflife camp this summer!👇,,2024-05-29 09:02:49-0700,Comment below if you're serving at a @wordoflife camp this summer!👇
3374848498078023600,181,37828,"Mama's so cute🥺💛✨

.
.
.

[Deepika Padukone, deepika padukone pregnant, baby bump, deepika ranveer, bollywood actresses, trending Instagram reels, viral reels, celebrity fashion, style trends, exclusive deepika padukone]",,2024-05-23 23:51:50-0700,"Mama's so cute🥺💛✨

.
.
.

[Deepika Padukone, deepika padukone pregnant, baby bump, deepika ranveer, bollywood actresses, trending Instagram reels, viral reels, celebrity fashion, style trends, exclusive deepika padukone]"
3341094446827799941,70,4518,"Back to the land 🇮🇱 
Via  @westsidegravy
•
#westsidegravy #rap #drill #ukdrill #spurs #thfc #jews #hebrewtattoo #jewish",,2024-04-07 10:05:17-0700,"Back to the land 🇮🇱 
Via  @westsidegravy
•
#westsidegravy #rap #drill #ukdrill #spurs #thfc #jews #hebrewtattoo #jewish"
3367264979709171498,126,3914,Tel Aviv Israel Independence Day VIBES TONIGHT 🇮🇱💙 #Israel #independenceday #tonight,,2024-05-13 12:42:52-0700,Tel Aviv Israel Independence Day VIBES TONIGHT 🇮🇱💙 #Israel #independenceday #tonight
3377851647675506455,8,79,Couples retreat @lexhareb 🫒,,2024-05-28 03:15:16-0700,Couples retreat @lexhareb 🫒
3374194405772268633,12,243,"To receive a blessing from Rav Arush on the occasion of Rabbi Shimon's Hilloula, 
please contact us at +972529532762. 
#lagbaomer #deliverance #light #fire #joy #faith #prayer #bringthemhomenow.",,2024-05-23 02:09:28-0700,"To receive a blessing from Rav Arush on the occasion of Rabbi Shimon's Hilloula, 
please contact us at +972529532762. 
#lagbaomer #deliverance #light #fire #joy #faith #prayer #bringthemhomenow."
3366755494281387034,504,146439,"कलयुग 👇🥺🥺🙏🙏

#trending #trendingreels #explore #explorepage✨ #rajasthaniqueen👑 #instagramreels",,2024-05-12 19:51:17-0700,"कलयुग 👇🥺🥺🙏🙏

#trending #trendingreels #explore #explorepage✨ #rajasthaniqueen👑 #instagramreels"
3374267441439879506,10,131,"לינוי חברה של זיו: @linoy.shturman 
זיוי הכרתי אותך לפני בערך חמש שנים דרך ינאי ואני מודה על כל רגע שזכיתי.
מהרגע הראשון הכנסת אותי לעבוד איתך בביביבי ודאגת לי שם להכל ובהכל תמיד , 
כל אירוע שהיה לכם במשפחה התרגשנו וחיכינו לו רק כדי שיהיה לנו עוד זמן ביחד כמו הבת מצווה של בת דודה שלכם שהלוואי ויכלתי לשחזר אותה שוב ושוב ושוב
יכלתי תמיד לדבר איתך על הכל וידעת להגיד את המילה הכי מדויקת בזמן הכי נכון 
תמיד הייתי מסתכלת עלייך ונדהמת מכמה שאת דואגת לכולם, מחברת בין כולם, דואגת שאף אחד לא ישאר בצד וגורמת לכל אחד להרגיש שהוא מרכז העניינים והעולם באמת שאני לא יודעת איך תמיד הצלחת לעשות את זה כל כך מושלם
הילדה הכי אופטימית וממגנטת את כולם עם החיוך שלך שהוא הכי ממכר שיש
למדתי ממך כל כך הרבה והכל ילך איתי לכל החיים
כל הזמן דיברת איתי על לטוס לאיביזה בקיץ הקודם אני את ניב וינאי והינה בעזרת השם בקיץ אני וינאי נגשים את החלום הזה ואת כמובן תהי איתנו בכל רגע 
את חסרה לנו ונדאג להמשיך להנציח אותך תמיד אני אוהבת אותך ❤️‍🩹",,2024-05-23 04:34:06-0700,"Linoy Ziv's friend: @linoy.shturman 
Ziv I met you about five years ago through Yanai and I am grateful for every moment I had.
From the first moment you brought me to work with you at Bibibi and you took care of me there for everything and always in everything, 
Every event you had in the family we were excited and waited for it just so we could have more time together like your cousin's bat mitzvah which I wish I could recreate again and again and again
I could always talk to you about everything and you knew how to say the most accurate word at the right time 
I would always look at you and be amazed at how much you take care of everyone, connect everyone, make sure that no one is left out and make everyone feel like they are the center of things and the world really, I don't know how you always managed to do it so perfectly
The most optimistic girl and magnetizes everyone with your most addictive smile
I learned so much from you and everything will go with me for life
You kept talking to me about flying to Ibiza last summer. I speak Viennese and Hina. With God's help, this summer I'm Viennese. We will make this dream come true and of course you will be with us every moment. 
We miss you and will make sure to continue to commemorate you always. I love you ❤️‍🩹"
3377994833017782010,52,215,"מה יהיה 😱
.
.
.
.
.

 

 #אוגוסט2024 #אוגוסט #חופשתקיץ #אמאברשת #אמאבלוגרית #אמאבסטייל",,2024-05-28 08:01:12-0700,"What will happen 😱
.
.
.
.
.

 

 #August2024 #August #summervacation #mothernetwork #motherblogger #motherstyle"
3376893507312966767,523,22442,F O R E V E R 💍,,2024-05-26 19:31:37-0700,F O R E V E R 💍
3376192680739110679,1,262,"MISS LALISA?!?!!! 😻🫶🏼
.
.
.
‧₊˚ ☁️⋅♡𓂃 ࣪ ִֶ ✧˖°. ⋆｡ﾟ☁︎｡⋆｡ ﾟ☾ ﾟ｡⋆ ✧˚ ༘ ⋆｡♡˚
ᰔᩚ #블랙핑크리사 #lloud #리사 #lalisa
#블랙핑크 #Lisa #케이팝 #blackpink ᰔᩚ",,2024-05-25 20:19:12-0700,"MISS LALISA?!?!!! 😻🫶🏼
.
.
.
‧₊˚ ☁️⋅♡𓂃 ࣪ ԴԶ ✧˖°. ⋆｡ﾟ☁︎｡⋆｡ ﾟ☾ ﾟ｡⋆ ✧˚ ༘ ⋆｡♡˚
ᰔᩚ #Blackpink Krisa #lloud #Lisa #lalisa
#blackpink #Lisa #Kpop #blackpink ᰔᩚ"
3370159183789543879,5996,3,"World’s shortest woman, Jyoti Amge, stands tall beside The Great Khali, proving that greatness comes in all sizes

📸:- @thegreatkhali 

#khali #jyoti #sr",,2024-05-17 12:32:12-0700,"World’s shortest woman, Jyoti Amge, stands tall beside The Great Khali, proving that greatness comes in all sizes

📸:- @thegreatkhali 

#khali #jyoti #sr"
3306928058249212370,17,453,"Anti-Israel haters are usually also anti facts!

FACT: There has never been an Arab State called Palestine, and historically when people referred to Palestine they were talking about the Jewish homeland.

I’m sorry this doesn’t coincide with your antisemitic narrative! 

Stand with the truth! Stand with humanity ☮️🇮🇱

-> @antisemitismtoday 

#antisemitismus #antisemitism #antisemitismtoday #palestine #israel #standwithhumanity #standwithisrael",,2024-02-20 05:42:46-0800,"Anti-Israel haters are usually also anti facts!

FACT: There has never been an Arab State called Palestine, and historically when people referred to Palestine they were talking about the Jewish homeland.

I’m sorry this doesn’t coincide with your antisemitic narrative! 

Stand with the truth! Stand with humanity ☮️🇮🇱

-> @antisemitismtoday 

#antisemitismus #antisemitism #antisemitismtoday #palestine #israel #standwithhumanity #standwithisrael"
3374160635625145270,109,1145,Sisters 7/10 😔🕯✡️🇮🇱,,2024-05-23 01:01:53-0700,Sisters 7/10 😔🕯✡️🇮🇱
3377233816194397503,3,200,"L’dor V’dor, from generation to generation, from our ancestors to our parents, Jewish identity is something to be proud of and passed down.

Hear why some Club Z (@zionismforteens) teens wear their Magen Davids!

Club Z creates a network of educated teens who advocate for themselves, Israel, and the Jewish people.

#WhyIWearMyMagen",,2024-05-27 06:47:45-0700,"L’dor V’dor, from generation to generation, from our ancestors to our parents, Jewish identity is something to be proud of and passed down.

Hear why some Club Z (@zionismforteens) teens wear their Magen Davids!

Club Z creates a network of educated teens who advocate for themselves, Israel, and the Jewish people.

#WhyIWearMyMagen"
3378810873835863481,0,3,".
check highlights for more
.
.
.
.
.
#viral #trending #explore #explorer",,2024-05-29 11:01:05-0700,".
check highlights for more
.
.
.
.
.
#viral #trending #explore #explorer"
3369808081678892520,11,1438,"הגלויה היומית. כרמל גת, בת 40 ויום.",,2024-05-17 00:54:09-0700,"The daily postcard. Carmel Gat, 40 years old."
3351677912618116249,390,37755,"‎‏⚜️ 𝑁𝑒𝑤 𝐶𝑜𝑙𝑙𝑒𝑐𝑡𝑖𝑜𝑛 ⚜️

‎‏𝑤𝑎𝑤 𝐹𝑎𝑠ℎ𝑖𝑜𝑛 || واو فاشن 

‎‏‎للطلب عبر الخاص📩📩

‎‏‎المقاسات : 

‎‏‎بالحروف (  𝑠 , 𝑚 , 𝑙 , 𝑥𝑙 , 𝑥𝑥𝑙 ) 
‎‏‎بالأرقام ( 1,2,3,4,5)

.
.

.
.

#foryou #fyp #reels #trending #capcut #شعر #مدح #غزل  #اقتباسات #fashion #fashionblogger #fashionstyle",,2024-04-22 00:33:28-0700,"⚜️

𝑤𝑎𝑤 𝐹𝑎𝑠ℎ𝑖𝑜𝑛 || Wow fashion 

To order via private message 📩📩

Sizes: 

In letters ( 𝑠 , 𝑚 , 𝑙 , 𝑥𝑙 , 𝑥𝑥𝑙 ) 
In numbers (1,2,3,4,5)

.
.

.
.

#foryou #fyp #reels #trending #capcut #poetry #praise #spinning #quotes #fashion #fashionblogger #fashionstyle"
3377730994553948105,81,3780,"Daily reminder for @gantzbe - they are still not home!
🎗 // ‼️
 תזכורת יומית ל @gantzbe, הם עדיין לא בבית!",,2024-05-27 23:15:33-0700,"Daily reminder for @gantzbe - they are still not home!
🎗 // ‼️
 Daily reminder to @gantzbe, they're not home yet!"
3377719493828255178,205,10008,"Daily reminder for @gantzbe , she is still not home!

תזכורת יומית ל @gantzbe , היא עדיין לא בבית!

#bringbibasback
#bringthemhomenow",,2024-05-27 22:52:42-0700,"Daily reminder for @gantzbe, she is still not home!

Daily reminder to @gantzbe, she's not home yet!

#bringbibasback
#bringthemhomenow"
3378235761330958974,4,193,,,2024-05-28 16:03:23-0700,
3376455333231014474,0,268,"🇹🇷🕌🎈Best Time in Turkiye 9 วัน 7 คืน  บิน TURKISH AIRLINES (TK)🎈Option❗️ ขึ้นบอลลูน ✅พัก 4 ดาว✅บินตรงไม่แวะเปลี่ยนเครื่อง💰เริ่ม 38,879 บาท #เที่ยวกะโม้byHijAbPop #ไปตุรเคียต้องไปกับฮิจาบป๊อป #เที่ยวทั่วโลกกับเที่ยวกะโม้byHijabpop #hijabpoptravel #เที่ยวกะโม้

🔘ทางไปจอง-ทักเพจ: http://m.me/Hijabpop 
🔘ทางไปจอง-ทักไลน์: https://lin.ee/BLJVGtm

🇯🇵🇫🇷🇨🇭🇮🇳🇹🇷🇻🇳 อยากไปเที่ยวประเทศไหนบอกเราได้เลย..มีทุกประเทศทั่วโลก

🌍 Website: www.เที่ยวกะโม้.com 
🌍 FB : www.facebook.com/Hijabpop 
🌍 IG: www.instagram.com/Hijabpop 

✈️เที่ยวกะโม้ by “Hijabpoptravel- Travel with Faith & Passion”

❇️ เลขที่ใบอนุญาต ททท. / TAT License: 11/08386

#hijabpoptravel 
#hijabpoptravel2024 
#HijAbPop 
#HijAbPopTouR 
#ทัวร์ฮิญาบป๊อป 
#ทัวร์ฮิจาบป๊อป 
#ทัวร์มุสลิมฮิจาบป๊อป 
#ทัวร์มุสลิมฮิญาบป๊อป
#เที่ยวกะโม้byHijAbPop
#hijabpopineurope
#HijabpopinTurkey
#Istanbul
#turkey
#ทัวร์ต่างประเทศ
#แพ็คเกจทัวร์ต่างประเทศ
#ทัวร์ต่างประเทศทั่วโลก
#ตุรเคีย
#ทัวร์ตุรกี
#ตุรกี
#เที่ยวตุรกี
#ทัวร์ตุรกีคุณภาพ
#ทัวร์ตุรเคีย",,2024-05-26 05:01:03-0700,"🇹🇷🕌🎈Best Time in Turkiye 9 days 7 nights flying TURKISH AIRLINES (TK)🎈Option❗️ Hot air balloon ride ✅4 star stay✅Direct flight, no stopping to change planes💰Starting at 38,879 baht #TravelKamobyHijAbPop #Going to Turkey, you have to go with Hijab Pop. #Travel around the world with travel and bragging byHijabpop #hijabpoptravel #travelingwithbragging

🔘Way to reserve - message the page: http://m.me/Hijabpop 
🔘Way to reserve - contact Line: https://lin.ee/BLJVGtm

🇯🇵🇫🇷🇨🇭🇮🇳🇹🇷🇻🇳 If you want to travel to any country, just tell us..there are all countries around the world.

🌍 Website: www.tiewkamo.com 
🌍 FB : www.facebook.com/Hijabpop 
🌍 IG: www.instagram.com/Hijabpop 

✈️Travel with Kamo by “Hijabpoptravel- Travel with Faith & Passion”

❇️ TAT License Number / TAT License: 11/08386

#hijabpoptravel 
#hijabpoptravel2024 
#HijAbPop 
#HijAbPopTouR 
#hijabpop tour 
#Hijab Pop Tour 
#Muslim Hijab Pop Tour 
#Muslim Hijab Pop Tour
#TravelingwithHijAbPop
#hijabpopineurope
#HijabpopinTurkey
#Istanbul
#turkey
#Foreign tours
#Foreign tour packages
#International tours around the world
#Turkey
#Turkey tour
#Turkey
#Travel to Türkiye
#Quality Türkiye Tour
#Turkey Tour"
3363695672052070564,28,208,"What's Chavrusa Tumult, you ask? Let me try to explain 👇

First, what's a chavrusa? A chavrusa is a study partner. Talmudic and other Rabbinic studies are traditionally done in pairs of two. That way true comprehension can be achieved via dialog and discussion, known as ""hondeling"".

Why the ""tumult""?

Beth Medrash Govoha is the largest Talmudic Studies Yeshiva in the US. Young men flock there to study, most often after spending a year or two in Israel, post high-school. 

In order to find the best ""chavrusa"", study partner, a kind of ""chavrusa marketplace"" takes place at the commencement of each semester. It is there and then that each individual seeks out another eligible ""match"" with whom to study with. 

Matches are made based on common subjects to study, compatibility, which sub-group to join and more.

This takes place outdoors, weather permitting, usually over the course of two or three days, and is definitely a sight to see. 

Spare me the hateful comments, nobody cares. TIA

¤

#BMG #lakewood #lakewoodnj #litvak #litvakseries #yeshivish #litvaks #yeshiva #candidlens #candidcamera #candidphotography #candidstreetphotography #streetphotographer #streetphotography #street_photography #street_photographer #ig_street #hasid #hasidic #hasidim #hasidicgram #hasidicgarb #hasidiclife #hasidicstreetphotography #jewishlife #hasidseries #lensculture #streetleaks #chavrusa #chavrusatumult",,2024-05-08 14:45:06-0700,"What's Chavrusa Tumult, you ask? Let me try to explain 👇

First, what's a chavrusa? A chavrusa is a study partner. Talmudic and other Rabbinic studies are traditionally done in pairs of two. That way true comprehension can be achieved via dialog and discussion, known as ""hondeling"".

Why the ""tumult""?

Beth Medrash Govoha is the largest Talmudic Studies Yeshiva in the US. Young men flock there to study, most often after spending a year or two in Israel, post high-school. 

In order to find the best ""chavrusa"", study partner, a kind of ""chavrusa marketplace"" takes place at the commencement of each semester. It is there and then that each individual seeks out another eligible ""match"" with whom to study with. 

Matches are made based on common subjects to study, compatibility, which sub-group to join and more.

This takes place outdoors, weather permitting, usually over the course of two or three days, and is definitely a sight to see. 

Spare me the hateful comments, nobody cares. TIA

¤

#BMG #lakewood #lakewoodnj #litvak #litvakseries #yeshivish #litvaks #yeshiva #candidlens #candidcamera #candidphotography #candidstreetphotography #streetphotographer #streetphotography #street_photography #street_photographer #ig_street #hasid #hasidic #hasidim #hasidicgram #hasidicgarb #hasidiclife #hasidicstreetphotography #jewishlife #hasidseries #lensculture #streetleaks #chavrusa #chavrusatumult"
3378025367854681151,11,821,רואים? גם לנו יש 669 😉,,2024-05-28 09:00:26-0700,See? We also have 669 😉
3376194230827692565,253,17896,This is us #family 🙏❤️,,2024-05-25 20:22:17-0700,This is us #family 🙏❤️
3377950865612244895,3,41,"ממשחק בחץ וקשת לניתוח קרנית

פ', ילד מעל גיל 10, שיחק בביתו בחץ וקשת אותו אירגן לכבוד ל""ג בעומר. ובטעות כאשר שיחק, משך את החץ כלפי פנים, במקום כלפי חוץ, והחץ - נכנס לעין. אביו של פ' סיפר: ""האירוע הקשה שבנינו עבר, יכל בע""ה להימנע אם המשחק היה מתקיים בצורה יותר בטיחותית. הזדמנות שלנו להודות לה', על מנתח מקצועי ורגיש שזכינו, ד""ר ישי וייל שיחי'. גם קדם הניתוח, ולאחריו, ד""ר וייל ליווה אותנו באכפתיות, בלבביות ובמקצועיות"".

ד""ר ישי ווייל, רופא עינייים ומומחה לניתוחי קרנית: ""אני קורא להורים, להימנע מלהכניס משחקים חדים לבית, ואם כבר משחקים במשחק כמו חץ וקשת, לוודא שהוא יהיה רך ומחומרים עדינים, ולהשתמש במשקפי מגן. ונשמרתם לנפשותיכם"".

רק בריאות!",,2024-05-28 06:32:25-0700,"From archery to corneal surgery

P., a boy over the age of 10, was playing at home with a bow and arrow that he organized in honor of LJ Ba'Omer. And by mistake when he was playing, he pulled the arrow inward, instead of outward, and the arrow entered his eye. P.'s father said: ""The difficult event that our sons went through , could have been avoided if the game had been held in a safer manner. Our opportunity to thank God for the professional and sensitive surgeon we were blessed with, Dr. Yishai Weil Shichi. Even before the surgery, and after it, Dr. Weil accompanied us with care, cordiality and professionalism.""

Dr. Yishai Weil, ophthalmologist and specialist in corneal surgery: ""I urge parents to avoid bringing sharp games into the house, and if they are already playing a game like archery, make sure it is soft and made of delicate materials, and use protective glasses. And you were saved for your souls.""

Only Health!"
3353511387064439360,47,3344,"Passover Tacos 🌮

Looking for a delicious and nutritious meal for Passover?

Try out these tacos! Follow the @thejewishfitnesscoach for more simple recipes like this.

Here’s what you’ll need:

Ingredients
- Onions
- Mince beef
- Garlic powder
- Paprika
- Salt
- Pepper
- Tomato paste
- Matzah
- Eggs
- Fillings of your choice (e.g., peppers, spring onions)

Instructions

1. Start by sautéing onions in a pan until golden brown.

2. Add your choice of ground meat to the pan and cook until browned.

3. Season the meat with garlic powder, paprika, salt, pepper, and tomato paste. Allow it to cook and add some hot water to the pan to keep it moist.

4. While the meat is cooking or once cooked, prepare the taco base by whisking up an egg and allowing the matzah to relax for a few minutes.

5. Add the matzah to the pan and cook for a few minutes, flipping it occasionally until it’s cooked through.

6. Transfer the cooked matzah to your taco station and cut off the edges to create a round base.

7. Now it’s time to get creative! Load up your tacos with the cooked meat mixture and your favorite toppings, such as peppers and spring onions.

8. Finish off with a sprinkle of salt for extra flavor.

9. Enjoy your delicious Passover tacos!",,2024-04-24 13:16:49-0700,"Passover Tacos 🌮

Looking for a delicious and nutritious meal for Passover?

Try out these tacos! Follow the @thejewishfitnesscoach for more simple recipes like this.

Here’s what you’ll need:

Ingredients
- Onions
- Mince beef
- Garlic powder
- Paprika
- Salt
- Pepper
- Tomato paste
- Matzah
- Eggs
- Fillings of your choice (e.g., peppers, spring onions)

Instructions

1. Start by sautéing onions in a pan until golden brown.

2. Add your choice of ground meat to the pan and cook until browned.

3. Season the meat with garlic powder, paprika, salt, pepper, and tomato paste. Allow it to cook and add some hot water to the pan to keep it moist.

4. While the meat is cooking or once cooked, prepare the taco base by whisking up an egg and allowing the matzah to relax for a few minutes.

5. Add the matzah to the pan and cook for a few minutes, flipping it occasionally until it’s cooked through.

6. Transfer the cooked matzah to your taco station and cut off the edges to create a round base.

7. Now it’s time to get creative! Load up your tacos with the cooked meat mixture and your favorite toppings, such as peppers and spring onions.

8. Finish off with a sprinkle of salt for extra flavor.

9. Enjoy your delicious Passover tacos!"
3377888819653480402,128,5304,"מתכוננים לבגרויות? למשרד החינוך יש משהו חשוב למסור לכם 📚 תשדיר שירות משנת 1990

לעוד המון ממתקי ארכיון בואו לביו ולכאן BOX ✨
#כאן_ארכיון #נוסטלגיה",,2024-05-28 04:30:32-0700,"Preparing for graduation? The Ministry of Education has something important to give you 📚 service broadcast from 1990

For lots more archive sweets come to bio and here BOX ✨
#here_archive #nostalgia"
3375032330891101061,1,77,"Each obstacle we face is a testament to our perseverance, a chapter in the story of our resilience.

#chabadlubavitch #chabad #torah #torahstudy #torahlife #synagogue #judaism #inspirationalwords",,2024-05-24 05:53:48-0700,"Each obstacle we face is a testament to our perseverance, a chapter in the story of our resilience.

#chabadlubavitch #chabad #torah #torahstudy #torahlife #synagogue #judaism #inspirationalwords"
3378264754500370300,93,2108,"Yesterday was such an emotional day for me, I had the huge honor go meet the children that were kidnapped into Gaza, it was so surreal, I have prayed so much for them to come out, to come back to their families and here they are in front of me. Shlomi Ezra the father of Heleni has planned this entire trip for them and unfortunately the incident with Heleni has happened and he wasn’t able to help with the trip as he had planned to, the Rabbi, Abraham Atar (most amazing Rabbi that does so much for so many people I can’t even describe!) instead of letting the plan for the trip fall through has decided to continue and do it. And he did. He brought the kidnapped and their families over 130 people for a week of fun. I feel such a zchut to have been able to be there, to have been able to see again Shlomi’s heart, after everything that he is going though in his personal life, to dedicate the time and go to see them. Shlomi doesn’t come out of the hospital much, and to do this , is huge. It shows his huge heart and his immense faith in hashem. Thank you shlomi for allowing me to be there. 🙏🏻",,2024-05-28 16:58:43-0700,"Yesterday was such an emotional day for me, I had the huge honor go meet the children that were kidnapped into Gaza, it was so surreal, I have prayed so much for them to come out, to come back to their families and here they are in front of me. Shlomi Ezra the father of Heleni has planned this entire trip for them and unfortunately the incident with Heleni has happened and he wasn’t able to help with the trip as he had planned to, the Rabbi, Abraham Atar (most amazing Rabbi that does so much for so many people I can’t even describe!) instead of letting the plan for the trip fall through has decided to continue and do it. And he did. He brought the kidnapped and their families over 130 people for a week of fun. I feel such a zchut to have been able to be there, to have been able to see again Shlomi’s heart, after everything that he is going though in his personal life, to dedicate the time and go to see them. Shlomi doesn’t come out of the hospital much, and to do this , is huge. It shows his huge heart and his immense faith in hashem. Thank you shlomi for allowing me to be there. 🙏🏻"
3375634528036146531,10,361,"Välkommen tillbaka till Stockholm och Värtahamnen, Baltic Princess! 👋 Från den 3 juni kan du kryssa med Baltic Princess från Stockholm till Åbo. Kanske vill du ta med bilen på resan och upptäcka sommarens pärlor på destinationen? 🚗☀️ 

Oavsett vilken resa du gör så finns det massor att göra ombord! Bruncha, basta eller shoppa loss 🛍️🥐 För våra yngsta gäster tipsar vi om Summer Center - ett extra lekland nu under sommaren! Boka sommarens skönaste resa redan idag! 🙌",,2024-05-25 01:51:33-0700,"Welcome back to Stockholm and Värtahamnen, Baltic Princess! 👋 From June 3 you can cruise with Baltic Princess from Stockholm to Turku. Maybe you want to take the car on the trip and discover the gems of the summer at the destination? 🚗☀️ 

No matter which trip you take, there is plenty to do on board! Brunch, baste or go shopping 🛍️🥐 For our youngest guests, we recommend the Summer Center - an extra playground now during the summer! Book the summer's most beautiful trip today! 🙌"
